GISJOIN,elevation_mean
G0100790,205.1856689453125
G0100090,228.07492065429688
G0101330,220.24237060546875
G0100650,63.23014831542969
G0100030,29.874418258666992
G0100930,194.12754821777344
G0100330,184.02386474609375
G0100890,238.6729278564453
G0100710,320.4740905761719
G0100490,370.4482727050781
G0100970,34.62921142578125
G0101250,109.19380950927734
G0100450,93.22430419921875
G0100310,93.28948211669922
G0100190,225.3843231201172
G0100610,61.857566833496094
G0100730,177.00637817382812
G0101190,53.87699890136719
G0101010,83.3313980102539
G0100910,52.52467727661133
G0100350,88.08538055419922
G0100150,229.69664001464844
G0101050,85.048614501953125
G0101210,196.92881774902344
G0101130,105.36875915527344
G0100830,209.61117553710938
G0100470,57.80268859863281
G0101090,125.19659423828125
G0100010,107.5038833618164
G0101270,143.8390350341797
G0100230,60.14690399169922
G0100270,306.4866638183594
G0100670,83.27620697021484
G0100070,123.83101654052734
G0100370,194.29840087890625
G0100630,52.360015869140625
G0100130,104.71280670166016
G0100410,113.78648376464844
G0100770,192.83628845214844
G0100530,64.3870620727539
G0100950,270.0295715332031
G0100210,159.68936157226562
G0101030,217.78285217285156
G0100990,74.5510482788086
G0100250,59.88895797729492
G0100390,79.7093276977539
G0100750,117.72169494628906
G0100850,78.91764831542969
G0100570,145.30174255371094
G0101290,44.47692108154297
G0101310,54.66164779663086
G0100430,241.29466247558594
G0100810,183.586669921875
G0100110,124.89673614501953
G0100290,321.00750732421875
G0100550,229.74447631835938
G0100170,219.93670654296875
G0100050,114.4338150024414
G0100510,113.71717071533203
G0100590,230.45155334472656
G0101230,191.06739807128906
G0101150,207.990966796875
G0100870,103.05206298828125
G0101110,287.1346130371094
G0101170,168.8004608154297
G0101070,82.70464324951172
G0500570,104.31756591796875
G0500430,54.84921646118164
G0500610,171.02255249023438
G0501090,178.28623962402344
G0501230,66.21551513671875
G0500130,51.73381042480469
G0501430,428.1750793457031
G0501310,230.03553771972656
G0500750,93.73841094970703
G0500050,230.1005096435547
G0500410,44.173038482666016
G0500730,74.91416931152344
G0501410,303.3511962890625
G0500990,88.64466857910156
G0500550,93.33238220214844
G0500870,504.0598449707031
G0501270,275.74029541015625
G0500190,92.049530029296875
G0500970,271.5766296386719
G0500350,64.14708709716797
G0501110,71.15863037109375
G0500210,92.34070587158203
G0500450,123.1983642578125
G0500910,80.24361419677734
G0500950,53.50730895996094
G0500170,35.57891845703125
G0500390,81.61332702636719
G0500030,40.75727462768555
G0500370,72.06795501708984
G0500510,208.8712158203125
G0500890,265.2043151855469
G0500790,61.716304779052734
G0500710,308.48065185546875
G0500670,77.667449951171875
G0501010,481.62451171875
G0500770,60.47151184082031
G0500630,136.77305603027344
G0500230,221.74014282226562
G0501190,103.61343383789062
G0500010,55.2584228515625
G0501170,62.4098014831543
G0501050,180.4917755126953
G0501030,55.99171829223633
G0500490,226.01771545410156
G0500110,48.026241302490234
G0500070,376.1311950683594
G0500930,71.64971160888672
G0501070,53.82783126831055
G0500830,208.3059539794922
G0500090,361.07794189453125
G0500310,78.26728057861328
G0501490,190.74295043945312
G0500330,286.8481750488281
G0500690,67.5781021118164
G0500810,96.74230194091797
G0500650,200.08578491210938
G0501290,354.8810729980469
G0500590,132.15713500976562
G0500150,410.61181640625
G0501390,53.78437805175781
G0501250,156.6882781982422
G0501210,121.63665008544922
G0501370,276.1013488769531
G0501470,61.07025909423828
G0501450,103.3282699584961
G0501130,358.2493896484375
G0500470,250.02401733398438
G0500850,71.37701416015625
G0500290,149.64578247070312
G0501350,169.08395385742188
G0500250,61.4891357421875
G0501150,255.1355438232422
G0500530,78.803497314453125
G0500270,83.52022552490234
G0501330,132.1167755126953
G0600530,434.1039123535156
G0600910,1748.464599609375
G0600370,681.31597900390625
G0600070,458.5520935058594
G0600810,184.5862579345703
G0600350,1635.6544189453125
G0600970,218.86074829101562
G0600690,583.88775634765625
G0600630,1618.911865234375
G0601070,1060.5142822265625
G0601150,307.4541015625
G0600110,292.3859558105469
G0600590,210.68568420410156
G0600950,53.55236053466797
G0600090,726.74041748046875
G0601110,820.51885986328125
G0600230,523.314208984375
G0600490,1516.1136474609375
G0600670,29.74827003479004
G0600830,546.71783447265625
G0600510,2368.47265625
G0600050,805.384521484375
G0601090,1703.6748046875
G0600730,431.2890625
G0600890,969.10498046875
G0600030,2364.623291015625
G0600450,556.1270751953125
G0600270,1268.163330078125
G0600870,265.4957580566406
G0600710,802.7496337890625
G0600850,378.2813415527344
G0600990,155.23846435546875
G0600930,1296.243408203125
G0600750,54.39784240722656
G0600470,118.8042984008789
G0601050,1155.854248046875
G0600430,1096.0050048828125
G0600790,464.9075012207031
G0600570,1251.1085205078125
G0600610,1137.274169921875
G0600190,985.21600341796875
G0600550,280.9167785644531
G0600010,255.24261474609375
G0601130,110.22086334228516
G0600290,724.106201171875
G0600170,1292.175537109375
G0600150,646.15228271484375
G0600330,728.56988525390625
G0601010,24.31023406982422
G0600410,130.4415283203125
G0600770,49.93307876586914
G0600130,147.58164978027344
G0601030,654.99700927734375
G0800710,1830.57568359375
G0800850,2124.474853515625
G0800370,2761.10302734375
G0800150,3041.446044921875
G0801170,3190.705078125
G0801230,1514.634521484375
G0801030,2202.5869140625
G0800630,1347.1832275390625
G0801090,2833.03173828125
G0800350,2088.411376953125
G0800950,1163.1290283203125
G0800530,3304.083251953125
G0800910,2748.73291015625
G0800230,2593.765380859375
G0800490,2824.044677734375
G0800290,2129.439208984375
G0800610,1269.2545166015625
G0800450,2411.760498046875
G0801210,1346.9317626953125
G0800990,1160.63427734375
G0800050,1455.755126953125
G0800070,2504.56494140625
G0800550,2272.238525390625
G0800330,2544.15576171875
G0801150,1143.1407470703125
G0800590,2190.78271484375
G0800130,2245.859130859375
G0800830,2081.268798828125
G0801010,1592.6490478515625
G0800890,1369.45361328125
G0800730,1564.752197265625
G0800930,2963.800537109375
G0800410,2126.13671875
G0800870,1371.801513671875
G0800170,1327.3631591796875
G0801250,1176.63232421875
G0801050,2876.127197265625
G0800970,3040.45556640625
G0800430,2315.3447265625
G0800390,1819.2386474609375
G0800510,2907.645263671875
G0801130,2424.22705078125
