GISJOIN,elevation_mean
G0101310,54.6495361328125
G0100850,87.1617431640625
G0101070,81.96405792236328
G0100770,192.83628845214844
G0100390,82.0094223022461
G0100030,37.700496673583984
G0100190,259.5833740234375
G0100710,312.0119934082031
G0100010,116.878173828125
G0101230,184.75709533691406
G0101250,106.91749572753906
G0101290,50.86791229248047
G0100890,238.6729278564453
G0100950,269.8531799316406
G0100350,74.62043762207031
G0100990,74.5510482788086
G0100970,34.5518913269043
G0100090,241.16517639160156
G0101170,172.38099670410156
G0100670,82.92365264892578
G0101130,126.51438903808594
G0101050,90.39632415771484
G0100490,351.0323486328125
G0100250,59.895484924316406
G0100790,205.1856689453125
G0101270,186.7704620361328
G0100930,177.95619201660156
G0100830,209.61117553710938
G0101010,84.36925506591797
G0100070,129.58596801757812
G0100730,175.65499877929688
G0100370,177.6085205078125
G0100590,207.88682556152344
G0100870,118.81649017333984
G0100170,217.80599975585938
G0100050,114.5514907836914
G0101110,294.15924072265625
G0101030,230.7539520263672
G0101210,235.57720947265625
G0100055,258.4026184082031
G0100570,131.91444396972656
G0100450,83.20906829833984
G0100910,51.835445404052734
G0101190,54.5169677734375
G0100470,55.06650161743164
G0100630,52.700355529785156
G0101090,126.55866241455078
G0100130,106.0362777709961
G0101150,206.5986785888672
G0501210,103.38013458251953
G0500710,309.7479248046875
G0500070,376.07342529296875
G0500470,253.35678100585938
G0501410,293.7259521484375
G0500930,70.69364166259766
G0500890,257.1191711425781
G0500170,41.26344680786133
G0500630,176.73989868164062
G0500590,234.91000366210938
G0500150,425.41961669921875
G0501230,65.38256072998047
G0501190,85.75434112548828
G0501270,259.2641296386719
G0501110,74.096893310546875
G0500350,62.79857635498047
G0500690,70.35860443115234
G0501090,193.824462890625
G0500190,92.158721923828125
G0500010,55.82990646362305
G0500290,153.31602478027344
G0500570,99.37354278564453
G0500650,222.99942016601562
G0500330,230.01730346679688
G0501330,175.59732055664062
G0501430,427.5063171386719
G0500550,94.4698715209961
G0501070,57.900760650634766
G0501150,229.214111328125
G0501290,341.50274658203125
G0501450,96.98432922363281
G0501390,57.680999755859375
G0501250,122.2530746459961
G0500730,78.90739440917969
G0500950,53.934574127197266
G0500750,138.3498992919922
G0500410,52.46748733520508
G0500670,72.8304443359375
G0500870,487.0802917480469
G0900130,175.7756805419922
G0900050,278.2380676269531
G0900030,95.965057373046875
G0900090,92.59717559814453
G0900110,71.99510955810547
G0900070,84.17448425292969
G0900150,141.09017944335938
G0900010,114.47108459472656
G1000030,27.667770385742188
G1000050,9.638558387756348
G1000010,11.864845275878906
G1100115,30.445096969604492
G1100075,73.77129364013672
G1100017,31.16094970703125
G1100005,19.337352752685547
G1100035,61.71250534057617
G1302410,702.7034912109375
G1300450,332.84527587890625
G1302310,244.3849639892578
G1301270,2.9687259197235107
G1301330,171.68405151367188
G1301530,117.55327606201172
G1301390,342.88922119140625
G1302710,68.63533020019531
G1301550,94.9361572265625
G1300870,52.303165435791016
G1302510,46.75702667236328
G1302170,222.2606201171875
G1303010,143.74365234375
G1300090,119.30903625488281
G1301490,255.93995666503906
G1301070,76.95008850097656
G1301170,343.8382568359375
G1300070,60.65701675415039
G1302970,248.55613708496094
G1301130,265.3627624511719
G1302230,304.36273193359375
G1301570,249.08694458007812
G1302130,288.9189453125
G1302930,202.16075134277344
G1301030,22.069368362426758
G1300930,105.25060272216797
G1301370,470.9181823730469
G1300330,76.97872161865234
G1300570,343.835205078125
G1301230,560.904296875
G1303050,16.704843521118164
G1302210,184.35194396972656
G1302910,722.6751708984375
G1302650,163.31236267089844
G1300830,393.4564208984375
G1300395,280.6304016113281
G1301410,145.61553955078125
G1300310,50.6439323425293
G1302370,148.24456787109375
G1300390,13.91783618927002
G1300790,144.3084259033203
G1302450,89.43450164794922
G1300350,190.10653686523438
G1301950,216.97251892089844
G1300290,11.780734062194824
G1301850,59.11798095703125
G1303030,109.82435607910156
G1302990,42.70429229736328
G1301750,82.10758209228516
G1302090,65.23371887207031
G1303170,152.9051971435547
G1301190,239.42881774902344
G1300550,272.09130859375
G1301770,83.290283203125
G1301970,166.91067504882812
G1302630,182.7865753173828
G1300730,119.53996276855469
G1302610,119.19584655761719
G1300990,67.92090606689453
G1301050,181.52320861816406
G1302150,119.63788604736328
G1301810,121.85940551757812
G1302430,109.43729400634766
G1301870,474.83013916015625
G1300210,117.0134048461914
G1300590,211.49078369140625
G1300010,50.58161926269531
G1302350,91.9432373046875
G1302750,72.01129150390625
G1301630,100.75609588623047
G1302950,312.24322509765625
G1303190,100.04691314697266
G1302590,131.8682403564453
G1301910,6.8305888175964355
G1302890,119.26496887207031
G1301510,242.94175720214844
G1301590,175.53932189941406
G1301930,121.7710189819336
G1300670,303.2151794433594
G1300455,248.5543975830078
G1301790,14.485538482666016
G1300770,256.4386901855469
G1302670,47.54365921020508
G1300510,3.095560312271118
G1301450,211.10379028320312
G1301350,301.5830383300781
G1301690,149.68560791015625
G1302850,220.54173278808594
G1302070,175.297119140625
G1302110,184.55601501464844
G1301150,223.2850799560547
G1301990,250.7822265625
G1300890,281.0164794921875
G1701710,163.76856994628906
G1701490,183.13052368164062
G1700990,194.83168029785156
G1701190,157.63284301757812
G1701070,181.38185119628906
G1700210,188.63917541503906
G1700650,133.25833129882812
G1700010,199.2444610595703
G1701850,130.5325469970703
G1701750,219.81813049316406
G1701950,199.75328063964844
G1700610,165.47262573242188
G1701610,202.3212432861328
G1700150,233.8559112548828
G1700230,178.30921936035156
G1700890,239.49697875976562
G1700510,168.73365783691406
G1700950,218.57528686523438
G1701110,265.6536865234375
G1700090,190.84417724609375
G1701090,203.0126953125
G1700490,176.4466094970703
G1700290,198.9944305419922
G1700310,201.1368408203125
G1700190,216.34974670410156
G1701350,194.42263793945312
G1700970,225.11715698242188
G1700170,161.98062133789062
G1701690,177.82998657226562
G1700130,168.71652221679688
G1701410,247.63763427734375
G1700670,194.85374450683594
G1700450,202.82412719726562
G1700750,201.3417510986328
G1700690,141.8941650390625
G1701050,208.19944763183594
G1700730,216.32762145996094
G1701890,147.7353515625
G1700050,163.02403259277344
G1701570,142.42416381835938
G1700830,176.814208984375
G1701290,163.86752319335938
G1700550,132.29803466796875
G1700810,149.34910583496094
G1701130,231.2503662109375
G1701510,146.1653289794922
G1700770,138.47586059570312
G1701790,181.6092987060547
G1701670,182.80242919921875
G1701310,207.46893310546875
G1701810,152.1603240966797
G1701830,213.06837463378906
G1701990,141.6098175048828
G1701030,240.70423889160156
G1701730,195.70150756835938
G1700470,133.83908081054688
G1701770,264.9710693359375
G1700590,125.311767578125
G1700370,252.8080596923828
G1700270,138.36500549316406
G1701870,208.80641174316406
G1701150,205.34243774414062
G1701450,141.06642150878906
G1701630,143.53826904296875
G1701970,201.66000366210938
G1701330,157.12840270996094
G1700030,114.90421295166016
G1700790,161.19049072265625
G1700330,152.78549194335938
G1701550,183.73681640625
G1700070,262.8766784667969
G1701210,162.9544677734375
G1701430,198.3538360595703
G1700250,146.88380432128906
G1701930,122.00946044921875
G1700430,221.9806365966797
G1701010,141.35784912109375
G1700570,183.47959899902344
G1700870,140.33529663085938
G1701370,185.1860809326172
G1700110,214.0377655029297
G1702010,244.13406372070312
G1700850,254.5025177001953
G1701910,132.64268493652344
G1700390,218.525390625
G1701230,198.97642517089844
G1701170,190.9980926513672
G1800210,185.4392852783203
G1800510,134.60755920410156
G1801770,319.4741516113281
G1800490,239.314697265625
G1800730,213.7187042236328
G1801730,133.15748596191406
G1800450,200.722900390625
G1801810,211.02481079101562
G1801710,208.82217407226562
G1801070,243.62791442871094
G1800930,199.4507598876953
G1800010,252.27349853515625
G1801670,165.00193786621094
G1801010,178.444091796875
G1801290,123.5390853881836
G1801390,297.4553527832031
G1800610,209.9864501953125
G1801370,285.5414123535156
G1800410,295.1001281738281
G1800190,187.3109588623047
G1801410,235.2544403076172
G1801230,169.506591796875
G1801090,221.24652099609375
G1801470,132.12881469726562
G1800530,262.027587890625
G1800250,201.5759735107422
G1801030,244.91517639160156
G1800990,244.71343994140625
G1800770,232.25363159179688
G1801510,305.2041015625
G1801690,242.25889587402344
G1801170,207.83889770507812
G1801310,213.31756591796875
G1800570,262.5494079589844
G1800650,320.7345275878906
G1801750,231.5225067138672
G1800330,270.4988708496094
G1800430,221.92665100097656
G1800890,201.06674194335938
G1801250,147.17431640625
G1801830,264.19415283203125
G1800850,261.8656005859375
G1801330,241.8469696044922
G1800230,260.3328552246094
G1800750,282.458251953125
G1800630,266.111572265625
G1800870,279.3516845703125
G1801790,255.49647521972656
G1800110,279.553466796875
G1800150,213.4024658203125
G1800130,231.53656005859375
G1800910,227.0272979736328
G1800470,277.8919372558594
G1801450,239.85427856445312
G1800710,190.7278594970703
G1801430,186.50502014160156
G1801050,221.99411010742188
G1801210,196.26832580566406
G1800390,252.6608123779297
G1800350,286.9908447265625
G1801490,212.1625518798828
G1801270,212.40281677246094
G1800810,233.9021759033203
G1801350,331.33148193359375
G1800170,226.6649169921875
G1800090,272.9012756347656
G1800030,243.9624786376953
G1800370,163.3590087890625
G1800590,271.3026428222656
G1801130,284.52740478515625
G1801570,207.76023864746094
G1801530,154.6204071044922
G1801650,178.4527130126953
G1800690,248.3406982421875
G1800950,267.762451171875
G1801610,298.9957580566406
G1800830,139.9842987060547
G1800270,151.96499633789062
G1800550,180.53500366210938
G1800970,239.08883666992188
G1801190,205.8707733154297
G1800310,275.2403259277344
G1801630,129.1549835205078
G1801550,231.8120880126953
G1800290,239.0860137939453
G1800050,206.34019470214844
G1800790,215.25601196289062
G2100850,194.9595489501953
G2100690,273.46075439453125
G2102070,275.93731689453125
G2101370,321.6014404296875
G2101510,286.5639953613281
G2100370,209.6420135498047
G2100470,172.80496215820312
G2102090,267.0462951660156
G2100050,238.11526489257812
G2100890,230.23452758789062
G2101770,140.22059631347656
G2100590,128.87384033203125
G2101930,450.6932678222656
G2101030,238.80531311035156
G2100730,225.35536193847656
G2101350,269.1221923828125
G2100150,229.3709259033203
G2100830,141.76210021972656
G2100510,381.6231689453125
G2101810,256.0816345214844
G2100870,237.6650848388672
G2100030,213.83340454101562
G2101730,301.44683837890625
G2102290,234.54373168945312
G2101670,271.77044677734375
G2100270,189.4274444580078
G2100650,296.9458312988281
G2102210,148.40650939941406
G2101170,236.66116333007812
G2100350,139.7896270751953
G2101790,196.8990478515625
G2101130,271.658935546875
G2100230,240.99676513671875
G2100250,329.5528869628906
G2100290,175.97169494628906
G2101410,182.27029418945312
G2100790,283.07098388671875
G2101070,132.75706481933594
G2101710,254.7638397216797
G2102310,331.3504333496094
G2100090,232.18508911132812
G2100310,156.21151733398438
G2100990,214.96499633789062
G2101210,423.4319763183594
G2102350,369.7938537597656
G2100710,325.0259704589844
G2100770,202.28343200683594
G2101110,171.85704040527344
G2101010,123.09602355957031
G2100330,144.73007202148438
G2100110,274.1776123046875
G2101990,315.5972900390625
G2101750,309.98876953125
G2101390,137.00611877441406
G2102230,225.06028747558594
G2102130,206.5959014892578
G2102030,356.030029296875
G2100930,224.26942443847656
G2101250,357.60107421875
G2101270,263.0652160644531
G2100010,261.3131408691406
G2101870,238.9373016357422
G2100610,192.79966735839844
G2101450,114.16780853271484
G2102190,190.21316528320312
G2100410,199.6630401611328
G2100950,613.40277099609375
G2100810,248.2633056640625
G2102110,240.37408447265625
G2100910,151.4371337890625
G2100170,270.8518371582031
G2101830,146.7500457763672
G2100970,244.4027862548828
G2101550,241.34376525878906
G2102270,174.5910186767578
G2100670,288.9978942871094
G2100450,311.1319580078125
G2100430,265.23419189453125
G2102250,122.4667739868164
G2102150,201.78732299804688
G2101850,216.96559143066406
G2100570,234.75335693359375
G2101630,194.79751586914062
G2100490,271.4791259765625
G2101910,224.21279907226562
G2101610,253.34934997558594
G2101050,110.17008209228516
G2101950,401.34405517578125
G2100530,299.0283508300781
G2102390,253.9307861328125
G2200630,9.864402770996094
G2200710,-0.038414496928453445
G2200690,61.77354431152344
G2200170,68.660430908203125
G2200970,13.508916854858398
G2201110,47.61794662475586
G2200890,0.33696722984313965
G2200470,3.4807605743408203
G2200270,71.83512878417969
G2200210,33.19328689575195
G2201170,62.55966567993164
G2200910,60.252662658691406
G2200290,17.208162307739258
G2201030,15.961174011230469
G2200770,8.65868091583252
G2200370,61.64986038208008
G2200090,14.639596939086914
G2200930,1.6394895315170288
G2201250,42.048912048339844
G2200050,2.154494047164917
G2200330,18.696918487548828
G2200510,-0.10303030908107758
G2201210,5.553764343261719
G2200250,33.067649841308594
G2200235,28.260498046875
G2200790,50.48551940917969
G2200070,1.2049307823181152
G2201090,0.06347435712814331
G2200990,2.7647342681884766
G2200730,37.469688415527344
G2200870,0.08442571014165878
G2200570,0.20703187584877014
G2200550,1.9456911087036133
G2200650,23.875484466552734
G2200950,0.8351399898529053
G2201010,0.7410698533058167
G2200750,-0.1744820922613144
G2200190,16.771570205688477
G2300070,471.2513732910156
G2300310,92.53820037841797
G2300290,82.14325714111328
G2300110,89.03925323486328
G2300090,82.49995422363281
G2300250,356.3978576660156
G2300150,46.63972854614258
G2300210,331.5418395996094
G2300030,197.7518310546875
G2300190,172.02267456054688
G2300050,87.56778717041016
G2300170,350.8481140136719
G2300270,101.978759765625
G2400330,45.76897048950195
G2400430,194.030029296875
G2400290,13.588325500488281
G2400050,120.9957046508789
G2400250,93.37849426269531
G2400410,8.111529350280762
G2400210,183.38037109375
G2400110,13.388741493225098
G2400150,51.44711685180664
G2400310,123.79988098144531
G2400370,22.35685157775879
G2400470,8.388211250305176
G2400130,198.46737670898438
G2400030,67.31949615478516
G2400390,4.127413272857666
G2400190,3.1230828762054443
G2400170,33.7099609375
G2400010,603.98077392578125
G2400350,14.126757621765137
G2400090,24.335739135742188
G2500010,16.69312858581543
G2500130,196.09413146972656
G2500150,223.31715393066406
G2500250,7.622955322265625
G2500270,216.32742309570312
G2500090,26.102134704589844
G2500070,16.061931610107422
G2500190,7.805264472961426
G2500030,429.2560729980469
G2500210,54.84868240356445
G2500050,29.050886154174805
G2500110,264.38751220703125
G2500170,68.54790496826172
G2500230,23.88496208190918
G2600810,267.9028015136719
G2600990,206.15719604492188
G2601470,224.4604949951172
G2600910,251.15615844726562
G2600210,210.29005432128906
G2600650,277.9259948730469
G2601490,259.9156188964844
G2600450,272.39227294921875
G2601575,399.236083984375
G2600770,268.3639831542969
G2601590,225.90740966796875
G2600250,285.555419921875
G2600490,237.3498077392578
G2600370,234.95660400390625
G2600330,294.6648254394531
G2600870,261.8446044921875
G2600050,217.0623321533203
G2601390,259.1089782714844
G2601095,270.6759948730469
G2600590,323.3743591308594
G2600150,268.68353271484375
G2600230,293.497802734375
G2601250,283.7353210449219
G2601270,222.59423828125
G2601550,240.9866180419922
G2600670,255.5792694091797
G2601610,268.20635986328125
G2600750,299.4651794433594
G2600270,256.7471008300781
G2601150,193.7674560546875
G2600930,282.9540710449219
G2601450,224.7523193359375
G2601630,195.47683715820312
G2800890,85.03923034667969
G2800330,89.36638641357422
G2801410,147.8706817626953
G2800010,54.16605758666992
G2800410,52.43996047973633
G2801510,31.488969802856445
G2801630,66.10841369628906
G2800290,105.76526641845703
G2801210,109.21086120605469
G2801130,110.58717346191406
G2801290,118.55625915527344
G2801590,143.6314239501953
G2800510,70.58770751953125
G2800710,115.90984344482422
G2801050,88.96821594238281
G2801490,45.602237701416016
G2800770,109.91873168945312
G2800110,39.65748977661133
G2800270,48.95626449584961
G2800690,104.43765258789062
G2801570,67.28907775878906
G2800870,66.37141418457031
G2800190,126.98197937011719
G2800070,123.4659652709961
G2800670,78.46170806884766
G2800150,87.25544738769531
G2801430,53.6580924987793
G2800450,30.95786476135254
G2801350,54.551429748535156
G2801110,61.198482513427734
G2800910,84.91390228271484
G2800990,143.56838989257812
G2800370,101.0502700805664
G2800050,107.03597259521484
G2800790,123.633056640625
G2800230,96.11177825927734
G2800590,21.424060821533203
G2801010,131.43899536132812
G2800570,111.1578369140625
G2801270,117.08881378173828
G2800170,98.10189056396484
G2800210,55.0541877746582
G2801030,71.40718841552734
G2801230,128.0843505859375
G2801610,91.80670166015625
G2800490,79.87762451171875
G2801530,75.343170166015625
G2800610,115.95207214355469
G2801070,85.04476165771484
G2801150,116.8060302734375
G2801390,151.36947631835938
G2800950,86.19361877441406
G2800750,115.47456359863281
G2800310,107.90769958496094
G2800630,80.467498779296875
G2800930,134.817138671875
G2900310,163.20343017578125
G2901890,164.84051513671875
G2900890,216.705078125
G2902050,231.42791748046875
G2901210,262.2318420410156
G2902010,99.01912689208984
G2900950,271.0924377441406
G2901370,223.72219848632812
G2900270,232.08270263671875
G2900490,297.843505859375
G2902230,142.50929260253906
G2902210,310.4080810546875
G2901870,294.1935729980469
G2901390,223.76739501953125
G2900550,313.0779724121094
G2900730,234.12875366210938
G2900710,208.349365234375
G2900190,234.20187377929688
G2900330,224.57571411132812
G2901810,262.5304870605469
G2901830,163.2677459716797
G2900990,190.17959594726562
G2901150,273.1889953613281
G2900510,219.06649780273438
G2901670,315.26898193359375
G2901270,188.63450622558594
G2901130,184.3370361328125
G2900250,271.7702941894531
G2901690,349.425048828125
G2900210,302.1868896484375
G2901070,242.40525817871094
G2901170,258.5466003417969
G2900770,394.6058654785156
G2902155,261.0029602050781
G2901570,167.17605590820312
G2902190,215.93295288085938
G2901010,252.43026733398438
G2900450,205.5351104736328
G2901310,240.9875030517578
G2901750,241.81793212890625
G2900070,243.95066833496094
G2900090,369.3369445800781
G2901630,203.88455200195312
G2901730,204.83242797851562
G2901230,244.7707977294922
G2901770,253.19337463378906
G2901110,209.82655334472656
G2902130,316.4827880859375
G2902070,98.86106872558594
G2901815,247.4031982421875
G2901450,316.19061279296875
G2900150,268.7402648925781
G2901860,202.12420654296875
G2900470,268.89617919921875
G2901410,264.36260986328125
G2901650,272.70318603515625
G2902157,308.9514465332031
G2900410,212.3341522216797
G2901590,251.9850311279297
G2900610,265.5140686035156
G2901950,219.56207275390625
G2900530,226.37112426757812
G2901430,84.07910919189453
G3300090,448.09295654296875
G3300150,78.019775390625
G3300130,215.2884979248047
G3300050,316.397216796875
G3300190,360.4905090332031
G3300070,562.49462890625
G3300170,229.46847534179688
G3300110,200.44046020507812
G3400270,195.17996215820312
G3400150,26.713191986083984
G3400110,13.846946716308594
G3400050,20.218395233154297
G3400230,24.46161651611328
G3400370,241.94741821289062
G3400350,60.50010299682617
G3400010,13.26575756072998
G3400030,65.48933410644531
G3400170,11.247568130493164
G3400330,15.775453567504883
G3400250,26.54617691040039
G3400210,40.95809555053711
G3400310,178.77406311035156
G3400190,123.43695068359375
G3400090,3.1895101070404053
G3400410,184.86117553710938
G3400130,56.68233108520508
G3600390,431.6532897949219
G3601030,21.619522094726562
G3600510,302.79327392578125
G3600250,557.19482421875
G3600170,442.5218811035156
G3601070,381.55560302734375
G3600750,174.4796600341797
G3600830,249.94271850585938
G3600730,146.88938903808594
G3601010,488.2772521972656
G3601150,181.5316619873047
G3601090,370.3486328125
G3600770,475.4867248535156
G3600070,402.5442199707031
G3600950,461.6303405761719
G3600010,238.31454467773438
G3600870,138.78414916992188
G3600290,285.685791015625
G3600990,190.733154296875
G3600450,165.37185668945312
G3600550,150.25401306152344
G3600690,282.6874084472656
G3600790,196.96743774414062
G3600090,522.03070068359375
G3600570,220.45509338378906
G3601190,100.5844497680664
G3600430,467.59503173828125
G3600110,238.81385803222656
G3600230,451.16754150390625
G3601050,432.02978515625
G3600850,20.706178665161133
G3601170,130.67266845703125
G3600350,373.1817321777344
G3601230,322.1334228515625
G3600130,425.8187561035156
G3600470,10.835488319396973
G3600270,163.68283081054688
G3600530,377.4542236328125
G3600910,221.32366943359375
G3600370,357.5597839355469
G3600930,215.96475219726562
G3600490,395.8263244628906
G3600890,246.8819580078125
G3600150,394.5047912597656
G3600210,188.17164611816406
G3600810,23.328039169311523
G3600670,243.75262451171875
G3600610,14.6387300491333
G3600410,607.99310302734375
G3600650,274.7514953613281
G3601110,339.8401184082031
G3600310,474.9839782714844
G3600330,425.7781982421875
G3601130,384.1713562011719
G3600630,141.12750244140625
G3600030,549.43707275390625
G3600190,282.0481872558594
G3600710,190.66078186035156
G3700810,237.9716796875
G3701430,3.527102470397949
G3700190,12.209725379943848
G3700130,6.455775737762451
G3700610,28.90086555480957
G3701030,13.687335968017578
G3701450,170.26039123535156
G3701070,23.319305419921875
G3700250,197.4974822998047
G3700470,21.177162170410156
G3700970,288.2582702636719
G3700790,24.491960525512695
G3700870,1090.399658203125
G3700290,2.531087875366211
G3700210,812.99603271484375
G3701910,36.989322662353516
G3701530,93.27702331542969
G3701310,29.238012313842773
G3700830,43.588035583496094
G3701170,14.48742389678955
G3700230,500.57769775390625
G3700730,8.585397720336914
G3701830,100.48809814453125
G3700770,127.15438842773438
G3700310,3.7828545570373535
G3701130,926.46661376953125
G3701710,340.9921569824219
G3700910,12.487651824951172
G3701930,483.95758056640625
