GISJOIN,clay_mean
G5101190,12.761533737182617
G3701390,17.42304229736328
G4200950,15.045027732849121
G3900730,16.8170108795166
G2800910,13.304567337036133
G1800695,17.029619216918945
G2300050,9.798913955688477
G3901190,19.276567459106445
G3701250,13.131120681762695
G3700310,9.29183578491211
G1800270,14.196290016174316
G2950035,19.957971572875977
G4500450,24.25021743774414
G5101290,17.309112548828125
G5100970,10.848955154418945
G2500030,14.809957504272461
G3700510,9.599091529846191
G0100010,16.29879379272461
G5101650,19.309772491455078
G3701350,20.758317947387695
G2300290,12.445061683654785
G3700530,13.664759635925293
G2200250,27.502124786376953
G2400250,15.728005409240723
G4200190,16.62697410583496
G2300250,12.706109046936035
G2200870,26.296798706054688
G4500390,24.376081466674805
G5100310,23.0720272064209
G3600750,12.233872413635254
G4700250,18.87639617919922
G3600850,11.523454666137695
G3400030,13.760211944580078
G2101210,17.104022979736328
G5101010,12.29422378540039
G1301950,29.048324584960938
G0900150,9.935243606567383
G5100290,25.728511810302734
G4201010,16.66706657409668
G1300010,5.309558868408203
G5101790,15.640288352966309
G3600870,12.60597038269043
G1000030,14.444945335388184
G4700710,16.07328224182129
G3600630,15.920831680297852
G3600070,14.11296272277832
G3701090,28.05221939086914
G2650255,21.89263153076172
G1302210,29.185264587402344
G2300190,12.75838851928711
G0101150,18.393390655517578
G5101050,22.682191848754883
G5101197,16.92644691467285
G3901550,17.52044677734375
G4500910,23.594362258911133
G3700410,14.92504596710205
G3600910,11.051787376403809
G5107600,12.04515552520752
G1301330,28.455116271972656
G3700230,22.498701095581055
G2200730,24.527713775634766
G5100730,12.403679847717285
G1801770,20.841934204101562
G4200450,15.481860160827637
G1302890,10.511442184448242
G3901290,20.96510887145996
G0900030,10.998116493225098
G1701570,18.503707885742188
G3901390,17.284011840820312
G3400270,13.97180461883545
G3701530,10.205370903015137
G1801010,14.002593994140625
G4201070,14.42644214630127
G3900870,22.143653869628906
G4700570,18.929349899291992
G3700650,9.218053817749023
G4700850,15.446803092956543
G2950155,25.75017547607422
G0550377,22.642213821411133
G2800410,14.125082969665527
G0550295,21.801219940185547
G2500210,9.189494132995605
G4700990,15.39395809173584
G3701450,21.499080657958984
G1700050,17.49609375
G3300170,9.698186874389648
G1700550,16.986919403076172
G4500010,23.951866149902344
G4200790,14.043011665344238
G0100630,25.808826446533203
G5101850,18.290470123291016
G2200075,36.91902542114258
G1301810,29.92664337158203
G2100310,15.474141120910645
G3601070,14.361407279968262
G0101050,22.23030662536621
G2200470,38.400455474853516
G3700610,9.057193756103516
G3901670,25.389019012451172
G3701610,28.364078521728516
G3700690,25.758935928344727
G5100293,18.887788772583008
G2101830,15.660168647766113
G5101090,18.357851028442383
G2400410,13.98088264465332
G1800790,15.370450973510742
G2100090,16.541772842407227
G5000070,16.27741813659668
G4201270,14.192449569702148
G3600410,11.865095138549805
G4500510,9.177857398986816
G2101370,21.998395919799805
G3300090,10.351417541503906
G3600990,15.20988941192627
G4400050,11.367773056030273
G3700810,23.875507354736328
G2100170,24.528404235839844
G3600170,14.223772048950195
G1700810,16.41824722290039
G2200070,39.4586296081543
G3600030,14.611645698547363
G1700230,20.811885833740234
G1701890,15.313825607299805
G5101030,11.10193920135498
G2950135,15.401434898376465
G0550335,29.425033569335938
G3701430,17.902206420898438
G4500710,25.247255325317383
G3901510,15.60566234588623
G0100135,15.061736106872559
G2800210,14.773404121398926
G4200390,13.710123062133789
G0101010,27.761682510375977
G5101355,17.618431091308594
G4500250,9.23354721069336
G2100470,17.189485549926758
G1300510,17.25389289855957
G4701230,21.686176300048828
G3901090,20.00111961364746
G5101557,16.425580978393555
G5101830,16.685291290283203
G5101070,19.998619079589844
G1701330,21.427003860473633
G3900350,19.180856704711914
G4700010,18.13991928100586
G3600650,13.386880874633789
G2102190,18.172943115234375
G5000210,16.394996643066406
G0550135,19.882516860961914
G2200290,46.56526184082031
G2100290,22.722320556640625
G4500230,27.7412109375
G2400170,13.29117202758789
G5101150,14.363884925842285
G5101137,29.456256866455078
G2101990,19.601221084594727
G0100710,21.227895736694336
G5100195,19.502050399780273
G4700890,21.43840789794922
G4500430,12.489480972290039
G3700370,18.66764259338379
G2100710,17.08466911315918
G5100010,13.295572280883789
G1800710,15.044621467590332
G4200430,14.962481498718262
G1301410,23.226530075073242
G2650235,11.601975440979004
G3600370,15.648765563964844
G0100030,15.061278343200684
G1800350,20.59967613220215
G5100090,24.328737258911133
G1800290,25.314136505126953
G2950115,23.716575622558594
G0100590,19.003787994384766
G2100490,27.906356811523438
G3600310,12.74905014038086
G1801550,23.5274715423584
G3601090,14.905683517456055
G5000250,12.929471015930176
G2200690,19.78609275817871
G3600530,14.607632637023926
G5101330,11.33657169342041
G4701550,20.184839248657227
G2650095,11.275247573852539
G3300150,9.557156562805176
G5100490,19.161518096923828
G1301390,29.802650451660156
G1302970,25.463422775268555
G2100930,19.07910919189453
G3601030,9.273022651672363
G4200970,15.719808578491211
G3701690,27.746110916137695
G2200770,35.06056594848633
G5101990,19.74112319946289
G4201210,15.508659362792969
G4500670,15.521799087524414
G2800950,15.773232460021973
G3900310,15.215596199035645
G2101390,16.279451370239258
G2950275,17.232797622680664
G4701630,22.408790588378906
G4200410,17.35900115966797
G3701170,13.34423542022705
G4200650,16.353410720825195
G1301630,10.564557075500488
G2200790,22.48320960998535
G3900530,22.663270950317383
G3400110,9.020805358886719
G2400350,12.785843849182129
G1801050,15.093439102172852
G3701570,26.06360626220703
G3700790,10.194805145263672
G1302350,8.903864860534668
G4701790,21.1196231842041
G4200630,15.811508178710938
G5100570,11.828224182128906
G3601010,14.198443412780762
G3400090,7.5883660316467285
G1301690,23.54827117919922
G2400050,16.173994064331055
G3900550,16.17642593383789
G3900150,16.716182708740234
G1301070,8.156641960144043
G1303190,9.4044952392578125
G4701030,20.800264358520508
G4700810,15.538444519042969
G3600790,12.666559219360352
G2100590,15.861011505126953
G5100150,19.395471572875977
G3901450,15.96567153930664
G3901270,18.999515533447266
G2201250,14.36618423461914
G3901570,17.241371154785156
G1300990,9.771806716918945
G4500590,25.0591983795166
G3900570,19.724822998046875
G3900290,15.157238006591797
G2102310,20.59130859375
G2950077,22.381380081176758
G3600090,15.150388717651367
G5000130,21.862632751464844
G3400250,6.974794864654541
G3600330,11.798530578613281
G3700950,16.408273696899414
G4701770,18.574195861816406
G4701870,21.884849548339844
G1000010,11.149898529052734
G4201190,16.44671058654785
G0100670,10.946825981140137
G1800250,13.715381622314453
G2500050,9.179323196411133
G2500090,9.46855354309082
G3900770,20.9847469329834
G4700870,18.07452392578125
G5101930,12.541158676147461
G2800010,20.99826431274414
G2101610,27.70121955871582
G3600390,15.449563980102539
G2500230,7.324527263641357
G2650165,12.699538230895996
G3601130,11.194473266601562
G5100810,21.472034454345703
G3900970,20.99211311340332
G2400210,17.424549102783203
G5100950,16.277423858642578
G5101510,17.658634185791016
G2100110,22.145864486694336
G4701610,15.363275527954102
G5100957,19.435016632080078
G0550433,19.68437385559082
G1800610,16.829349517822266
G2102270,18.38186264038086
G3700830,11.03580093383789
G4701890,30.291183471679688
G3901130,20.068605422973633
G2100010,17.66461944580078
G0100890,20.208284378051758
G2200890,40.23344039916992
G4201110,15.870774269104004
G5100470,17.607471466064453
G5100850,14.845904350280762
G4701850,20.763824462890625
G4500890,10.643394470214844
G3700490,13.637020111083984
G2200570,38.52994918823242
G5101670,19.15117835998535
G0550375,17.847366333007812
G1701810,22.838706970214844
G1801290,18.890012741088867
G1701930,18.155029296875
G4200270,16.187986373901367
G4701590,22.93232536315918
G3600470,NA
G5101275,15.981101989746094
G1700737,18.0228214263916
G2801530,16.364850997924805
G3701230,20.89272117614746
G5100853,15.1155366897583
G3700955,17.84007453918457
G3700470,12.494331359863281
G2101790,28.49494743347168
G3901650,18.37821388244629
G2400290,14.498377799987793
G4200210,15.572036743164062
G4500755,24.496700286865234
G3900890,18.21604347229004
G0550055,16.403169631958008
G2300090,10.905559539794922
G4500110,8.083048820495605
G5107300,10.233046531677246
G5101690,20.00248146057129
G4200050,15.698134422302246
G4500790,13.467018127441406
G3701470,12.610896110534668
G4701330,20.166576385498047
G3900230,20.779172897338867
G1301535,19.335519790649414
G2102390,23.603666305541992
G2102110,28.44556999206543
G3701010,10.615508079528809
G2100970,34.577945709228516
G4200850,13.72700309753418
G0100250,17.69476318359375
G3901310,17.356952667236328
G3600490,13.20663070678711
G4701290,19.034135818481445
G4200910,14.67431640625
G4200150,13.893177032470703
G2300170,10.478708267211914
G3400190,14.269893646240234
G3700210,18.943267822265625
G3900470,22.991859436035156
G3600570,13.951244354248047
G3701510,21.383033752441406
G2500170,9.14484691619873
G3600130,14.007884979248047
G1303010,19.43902015686035
G3600010,15.074895858764648
G4200710,17.21661376953125
G3701850,24.40171241760254
G2400150,15.113556861877441
G4701695,16.703710556030273
G5101130,19.256860733032227
G2400030,12.838212013244629
G1800930,16.438539505004883
G4201230,14.933011054992676
G5101370,17.769193649291992
G0900110,9.963238716125488
G4700430,15.447860717773438
G1801530,16.793254852294922
G2101510,26.218151092529297
G1302710,8.138325691223145
G3900790,17.405529022216797
G2300310,9.046446800231934
G2400370,13.485857009887695
G3400130,16.291704177856445
G2650375,16.719985961914062
G2101070,17.620542526245117
G3900610,23.49822998046875
G1701190,17.779733657836914
G1301590,29.137292861938477
G2100870,18.84510040283203
G1300330,10.07669734954834
G3900490,21.46832847595215
G0101310,25.182069778442383
G4700855,17.89834213256836
G3600190,12.762495040893555
G2950215,24.771778106689453
G5000050,12.650638580322266
G3900170,21.216976165771484
G5101750,12.947981834411621
G5000270,12.86807632446289
G3701030,11.245226860046387
G1302090,8.657450675964355
G3901330,17.34796714782715
G5101215,14.429444313049316
G2101910,35.900657653808594
G3901050,24.769989013671875
G1300590,29.622512817382812
G1302410,17.825355529785156
G2500110,11.83210277557373
G4701350,16.982866287231445
G1303050,4.684290885925293
G4200330,16.050628662109375
G4200550,17.302242279052734
G5101490,17.650236129760742
G3701910,9.241758346557617
G5100610,18.058088302612305
G2500010,4.728813648223877
G1301570,29.503145217895508
G3900910,24.491336822509766
G2101770,18.398706436157227
G3900210,20.750694274902344
G2400190,13.44435977935791
G2950055,18.2459774017334
G1300090,21.150131225585938
G5100870,12.646245002746582
G5101630,22.656173706054688
G5101953,27.71092414855957
G3700070,20.759174346923828
G1801730,18.906879425048828
G2100770,27.471920013427734
G1801230,13.929747581481934
G2102350,16.826974868774414
G2500130,10.880049705505371
G3701550,10.942925453186035
G2500150,11.620148658752441
G5101470,24.288307189941406
G4200370,15.563468933105469
G3901110,23.85442352294922
G5000010,24.691205978393555
G3701870,18.014301300048828
G4201050,15.836227416992188
G0100130,17.763093948364258
G2102290,30.804147720336914
G3601150,17.066999435424805
G5101170,25.25763511657715
G2800050,16.101245880126953
