GISJOIN,clay_mean
G3600390,15.452677726745605
G2500010,4.728813648223877
G2100850,15.256574630737305
G2600810,8.83335018157959
G1800210,16.447677612304688
G3601030,9.273022651672363
G1302410,17.825355529785156
G2100690,24.304122924804688
G3400270,13.97180461883545
G1701710,18.471240997314453
G2300070,10.814070701599121
G3700810,23.875507354736328
G3701430,17.902206420898438
G4701430,18.629152297973633
G2300310,9.049165725708008
G3600510,15.39059829711914
G2102070,17.718393325805664
G1800510,17.68058967590332
G1701490,18.9897518157959
G5100590,14.229362487792969
G1300450,27.16265106201172
G4701870,21.9177188873291
G3900790,17.405529022216797
G2101370,21.998395919799805
G5101330,11.33657169342041
G4701130,14.334537506103516
G2101510,26.218151092529297
G3900130,21.042287826538086
G3901530,16.13201332092285
G1801770,20.992313385009766
G4200590,14.850340843200684
G5101215,14.429444313049316
G2800890,14.577729225158691
G2300290,11.615830421447754
G1700990,21.184772491455078
G4700250,18.87639617919922
G1800490,14.281013488769531
G3600250,14.895648002624512
G2600990,23.83855628967285
G5550215,20.373476028442383
G5550075,14.966995239257812
G2100370,31.405838012695312
G2100470,17.189485549926758
G0501210,22.186010360717773
G1701190,18.470609664916992
G2102090,29.73923110961914
G5000250,12.929471015930176
G0500710,17.806835174560547
G0900130,10.13116455078125
G2800330,15.703897476196289
G5101110,24.447429656982422
G3901330,17.759355545043945
G1800730,15.20654296875
G2900310,15.15265941619873
G2801410,17.262170791625977
G5101415,15.798613548278809
G2100050,33.06783676147461
G5550295,21.463048934936523
G3900310,15.468029022216797
G2100890,18.9649600982666
G4701350,16.993141174316406
G4200350,15.09238052368164
G3900650,24.854637145996094
G3700190,8.639544486999512
G1801730,17.71405029296875
G5550395,14.916818618774414
G2200630,14.600488662719727
G4200610,16.567157745361328
G4500890,10.643394470214844
G2800010,20.99826431274414
G4700070,20.097305297851562
G1800450,18.926607131958008
G1302310,28.04557991027832
G2901890,16.745296478271484
G2800410,14.294570922851562
G0101310,24.972240447998047
G4200510,15.864378929138184
G1301270,19.462310791015625
G5550035,21.368227005004883
G3900470,22.991859436035156
G3700130,17.96392059326172
G1801810,14.417228698730469
G4201150,14.245380401611328
G2400330,12.648674011230469
G2801510,45.641963958740234
G5101290,17.30953598022461
G4500190,10.285771369934082
G3600170,14.223772048950195
G2101770,18.398706436157227
G2100590,15.85647201538086
G3601070,14.154428482055664
G2801630,17.86147117614746
G0500070,14.152473449707031
G2800290,16.817825317382812
G3600750,12.233872413635254
G4701390,18.550947189331055
G5100030,17.193910598754883
G5550095,15.05119800567627
G5101230,13.635702133178711
G1701070,16.200176239013672
G0100850,29.50224494934082
G2900890,20.781295776367188
G1700210,19.361970901489258
G5550315,15.572284698486328
G5100953,21.344223022460938
G2902050,23.45892333984375
