GISJOIN,ruggedness_mean
G0101230,1.9727513790130615
G0101010,0.8527055978775024
G0100890,1.5234479904174805
G0100130,1.2637287378311157
G0100910,1.0562827587127686
G0101170,2.2900075912475586
G0101270,3.017181396484375
G0100350,1.1041617393493652
G0100370,2.398693323135376
G0101150,2.3335304260253906
G0100090,2.399641275405884
G0100730,3.0627996921539307
G0100450,1.1178373098373413
G0100310,1.144937515258789
G0100930,2.3691492080688477
G0100050,1.4983569383621216
G0100570,2.262526273727417
G0101130,1.2476999759674072
G0100490,2.008767604827881
G0100670,1.038360357284546
G0101110,2.4194724559783936
G0100150,2.788454532623291
G0100590,2.3110511302948
G0100770,1.6284871101379395
G0100790,1.472403645515442
G0100010,1.621893048286438
G0101310,1.345668077468872
G0101190,0.9890803694725037
G0100710,2.9640393257141113
G0100630,0.9909305572509766
G0100230,1.785047173500061
G0100190,1.8550595045089722
G0100950,2.081296920776367
G0101090,1.3266373872756958
G0101050,1.9286960363388062
G0100830,1.0253556966781616
G0100170,1.4232637882232666
G0100070,2.20391583442688
G0101070,1.539649248123169
G0100470,0.9183855652809143
G0100850,1.2099467515945435
G0101250,2.398040294647217
G0101330,2.8601248264312744
G0100990,1.535257339477539
G0101210,2.4826791286468506
G0100030,0.735103189945221
G0100970,0.7856598496437073
G0101030,1.5959187746047974
G0100390,1.1609371900558472
G0100250,1.8819671869277954
G0101290,0.981835663318634
G0100870,1.1190285682678223
G0501150,2.861069440841675
G0500490,2.147249937057495
G0500010,0.1868094801902771
G0501270,2.6183223724365234
G0500430,0.4100690484046936
G0501290,4.286386013031006
G0501170,0.24652153253555298
G0501430,2.5232629776000977
G0500470,2.57391619682312
G0500190,1.1313111782073975
G0500130,0.3614942729473114
G0500270,0.6961511373519897
G0500310,0.22197337448596954
G0500930,0.1207582950592041
G0500710,3.047546863555908
G0500690,0.36859235167503357
G0501090,2.2450952529907227
G0500590,1.8801937103271484
G0501190,1.0915690660476685
G0501250,1.7026939392089844
G0500750,1.3347387313842773
G0501450,0.8516181707382202
G0500950,0.12844397127628326
G0500030,0.26760298013687134
G0501070,0.3695732653141022
G0500110,0.5021604895591736
G0500150,3.047722816467285
G0501210,0.775398850440979
G0500070,2.196282148361206
G0501110,0.26638534665107727
G0500410,0.19519922137260437
G0501230,0.3319655954837799
G0501010,5.004075527191162
G0501030,0.9529803991317749
G0500570,0.7085431814193726
G0500290,1.289312481880188
