GISJOIN,ruggedness_mean
G0100070,2.35205078125
G0101330,2.9308204650878906
G0101190,0.9890803694725037
G0100790,1.472403645515442
G0101310,1.345668077468872
G0100550,2.1199607849121094
G0100610,0.7496894001960754
G0100130,1.27753484249115
G0100890,1.5234479904174805
G0100670,1.0468354225158691
G0100950,2.096843719482422
G0101230,2.011714220046997
G0100430,2.2232236862182617
G0100150,2.4827816486358643
G0100270,2.7153525352478027
G0100930,2.4715378284454346
G0100570,2.50014591217041
G0100310,1.293897271156311
G0100230,1.785047173500061
G0100730,3.0756709575653076
G0100530,0.9593609571456909
G0100990,1.535257339477539
G0100870,1.0483157634735107
G0100650,1.3473687171936035
G0101030,1.5701074600219727
G0101170,2.3235864639282227
G0101110,2.347543716430664
G0100810,1.4576516151428223
G0100290,3.2976577281951904
G0100850,1.1369422674179077
G0100210,1.989574909210205
G0100830,1.0253556966781616
G0100050,1.4946284294128418
G0100350,1.176281213760376
G0100330,2.1384811401367188
G0100390,1.1337785720825195
G0100770,1.6284871101379395
G0101070,1.530795931816101
G0100590,2.472134828567505
G0100450,1.3227641582489014
G0101050,1.6988528966903687
G0100710,2.9640393257141113
G0101150,2.4111428260803223
G0100970,0.7867160439491272
G0100750,1.942443609237671
G0100510,1.5060030221939087
G0100910,1.100825548171997
G0101010,0.7689418196678162
G0100410,1.3424389362335205
G0101270,3.0282680988311768
G0100250,1.8819671869277954
G0100090,2.639115333557129
G0101130,1.175072431564331
G0100030,0.7141712307929993
G0101290,0.9800111651420593
G0100110,1.1520205736160278
G0101250,2.4522626399993896
G0100010,1.7128444910049438
G0100170,1.4252617359161377
G0100190,1.9169563055038452
G0100370,2.660646915435791
G0100470,1.0220983028411865
G0100630,0.9705595374107361
G0101090,1.381622314453125
G0100490,1.8951756954193115
G0101210,2.2330844402313232
G0500650,2.5775039196014404
G0500510,2.8633668422698975
G0501330,1.3564412593841553
G0501090,1.9817084074020386
G0500090,3.0393686294555664
G0500470,2.4831485748291016
G0501170,0.20960675179958344
G0501490,2.166161060333252
G0500430,0.3470989763736725
G0500590,1.695422649383545
G0501010,5.004075527191162
G0500630,1.763422966003418
G0500950,0.10932718217372894
G0501390,0.8026877641677856
G0500270,0.6649863719940186
G0500415,0.49432894587516785
G0500050,3.0981736183166504
G0500530,0.5635695457458496
G0501190,1.2599444389343262
G0500290,1.429134488105774
G0500550,0.5022771954536438
G0500610,1.558420181274414
G0500990,0.8485700488090515
G0500330,2.753922939300537
G0500830,1.9981343746185303
G0500730,0.3764146864414215
G0500350,0.19186806678771973
G0500710,3.5034236907958984
G0500770,0.32312828302383423
G0500970,3.3461780548095703
G0500390,0.7825266122817993
G0501430,2.5607471466064453
G0500870,3.7495033740997314
G0500810,0.3730628490447998
G0501030,0.9247739911079407
G0501150,2.842313289642334
G0501110,0.1957983672618866
G0500850,0.21953290700912476
G0500310,0.25005754828453064
G0500190,1.0494524240493774
G0501070,0.28290051221847534
G0500410,0.19042615592479706
G0500750,0.6018180251121521
G0500890,3.5162270069122314
G0501250,1.959415316581726
G0500910,0.5942735075950623
G0501130,3.333822011947632
G0500570,0.7458227872848511
G0500210,0.3924885094165802
G0501290,4.1697163581848145
G0500450,1.1545089483261108
G0500790,0.328931987285614
G0500070,2.2079708576202393
G0500370,0.3771694004535675
G0501230,0.37521085143089294
G0501270,2.8321845531463623
G0500030,0.2550814747810364
G0500010,0.19274625182151794
G0501450,0.8723474144935608
G0501210,1.3570586442947388
G0501410,2.7655391693115234
G0501350,1.915582299232483
G0501310,1.95106840133667
G0500490,1.9432414770126343
G0500130,0.3614942729473114
G0501370,3.9649322032928467
G0500170,0.1813839077949524
G0501470,0.1017821803689003
G0500690,0.29038745164871216
G0500150,3.398106336593628
G0501050,2.561629056930542
