GISJOIN,ruggedness_mean
G0101310,1.3446168899536133
G0100850,1.2099467515945435
G0101070,1.5418123006820679
G0100770,1.6284871101379395
G0100390,1.1609371900558472
G0100030,0.735103189945221
G0100190,1.9276211261749268
G0100710,3.1023776531219482
G0100010,1.621893048286438
G0101230,1.9727696180343628
G0101250,2.3984298706054688
G0101290,1.358608365058899
G0100890,1.5234479904174805
G0100950,2.0938055515289307
G0100350,1.106304407119751
G0100990,1.535257339477539
G0100970,0.7856598496437073
G0100090,2.3985350131988525
G0101170,2.2900075912475586
G0100670,1.038360357284546
G0101130,1.2471333742141724
G0101050,1.9286960363388062
G0100490,1.8052879571914673
G0100250,1.8824987411499023
G0100790,1.472403645515442
G0101270,2.878533363342285
G0100930,2.3691492080688477
G0100830,1.0253556966781616
G0101010,0.8527055978775024
G0100070,2.20391583442688
G0100730,3.063406229019165
G0100370,2.398693323135376
G0100590,2.3110511302948
G0100870,1.1198893785476685
G0100170,1.4232637882232666
G0100050,1.4844176769256592
G0101110,2.4194724559783936
G0101030,1.6567792892456055
G0101210,2.482924222946167
G0100055,2.779398202896118
G0100570,2.4155185222625732
G0100450,1.1317352056503296
G0100910,1.0562827587127686
G0101190,1.0653883218765259
G0100470,0.9183855652809143
G0100630,0.985339343547821
G0101090,1.3270925283432007
G0100130,1.2596455812454224
G0101150,2.334859848022461
G0501210,0.775398850440979
G0500710,3.0897128582000732
G0500070,2.196282148361206
G0500470,2.57391619682312
G0501410,3.0746357440948486
G0500930,0.11346788704395294
G0500890,3.128140687942505
G0500170,0.22538581490516663
G0500630,2.165764093399048
G0500590,2.6748130321502686
G0500150,3.8155977725982666
G0501230,0.3319655954837799
G0501190,0.692324697971344
G0501270,2.7343947887420654
G0501110,0.24799345433712006
G0500350,0.2050817906856537
G0500690,0.36661481857299805
G0501090,2.240415334701538
G0500190,0.9827144742012024
G0500010,0.18226581811904907
G0500290,1.6256942749023438
G0500570,0.7220032215118408
G0500650,2.67427921295166
G0500330,2.02968168258667
G0501330,1.6224312782287598
G0501430,2.5232629776000977
G0500550,0.5543702840805054
G0501070,0.37827709317207336
G0501150,2.696505069732666
G0501290,4.290534019470215
G0501450,0.8123429417610168
G0501390,0.6232860088348389
G0501250,1.4280943870544434
G0500730,0.5128840208053589
G0500950,0.13547952473163605
G0500750,1.4477975368499756
G0500410,0.2836969196796417
G0500670,0.1977054923772812
G0500870,3.768226146697998
G0900130,1.6383498907089233
G0900050,2.4890403747558594
G0900030,1.377464771270752
G0900090,1.7150212526321411
G0900110,1.4938398599624634
G0900070,1.7689756155014038
G0900150,1.4520314931869507
G0900010,1.7465083599090576
G1000030,0.7706367373466492
G1000050,0.19798754155635834
G1000010,0.22752024233341217
G1100115,1.0811522006988525
G1100075,1.870255708694458
G1100017,1.7062536478042603
G1100005,0.8993285298347473
G1100035,1.4358406066894531
G1302410,6.395925998687744
G1300450,1.8016583919525146
G1302310,1.1557629108428955
G1301270,0.17761212587356567
G1301330,1.4042038917541504
G1301530,0.7975810170173645
G1301390,2.326469659805298
G1302710,0.582570493221283
G1301550,0.5778954029083252
G1300870,0.59140777587890625
G1302510,0.5064902305603027
G1302170,1.3954459428787231
G1303010,1.1395540237426758
G1300090,1.4117369651794434
G1301490,1.9690479040145874
G1301070,0.6621571779251099
G1301170,1.8077142238616943
G1300070,0.37385794520378113
G1302970,1.2865402698516846
G1301130,1.128529667854309
G1302230,2.2885537147521973
G1301570,1.5751725435256958
G1302130,2.8166632652282715
G1302930,1.9568432569503784
G1301030,0.23347599804401398
G1300930,0.5248684883117676
G1301370,3.8676817417144775
G1300330,0.6843889355659485
G1300570,2.8081796169281006
G1301230,5.148221492767334
G1303050,0.18791499733924866
