GISJOIN,ruggedness_mean
G0101090,1.3266749382019043
G0100910,1.0562827587127686
G0101130,1.2471333742141724
G0100590,2.3110511302948
G0101010,0.8563065528869629
G0100050,1.4843297004699707
G0101030,1.5959187746047974
G0100570,2.262526273727417
G0100990,1.535257339477539
G0100250,1.8819671869277954
G0100730,3.0670933723449707
G0101210,2.482924222946167
G0100890,1.5234479904174805
G0100950,2.0708374977111816
G0100310,1.144937515258789
G0100630,0.9909305572509766
G0100490,1.942185401916504
G0100170,1.4232637882232666
G0100055,2.7940709590911865
G0100870,1.1190285682678223
G0101110,2.4194724559783936
G0101150,2.325927257537842
G0101190,0.9890803694725037
G0100970,0.7856598496437073
G0100670,1.038360357284546
G0100350,1.1041617393493652
G0100030,0.735103189945221
G0101310,1.345668077468872
G0100370,2.405895948410034
G0100230,1.785047173500061
G0101270,3.019531011581421
G0100070,2.1986026763916016
G0100655,2.8601248264312744
G0100830,1.0253556966781616
G0101250,2.3943753242492676
G0101290,0.981835663318634
G0100770,1.6284871101379395
G0100930,2.3691492080688477
G0100010,1.621893048286438
G0101070,1.539649248123169
G0100190,1.8547958135604858
G0100450,1.1178373098373413
G0100130,1.2637287378311157
G0101230,1.9727513790130615
G0100850,1.2099467515945435
G0101050,1.9327176809310913
G0100470,0.9183855652809143
G0100790,1.472403645515442
G0101170,2.2900075912475586
G0100390,1.1609371900558472
G0100090,2.399641275405884
G0100710,3.1023776531219482
G0500390,0.6486096382141113
G0500690,0.36859235167503357
G0500970,3.0905587673187256
G0500030,0.26947909593582153
G0500290,1.3017934560775757
G0500890,3.150104284286499
G0501390,0.7865689396858215
G0500490,2.1180529594421387
G0501170,0.23858147859573364
G0500550,0.5543702840805054
G0500570,0.7220032215118408
G0500650,3.473527193069458
G0501010,5.004075527191162
G0501050,2.295182943344116
G0500930,0.11346788704395294
G0501410,3.0372865200042725
G0500430,0.4100690484046936
G0501150,2.9866273403167725
G0500750,1.4485501050949097
G0500170,0.17251963913440704
G0500730,0.5326834321022034
G0500350,0.2050817906856537
G0500410,0.19519922137260437
G0501430,2.5232629776000977
G0501450,0.810487687587738
G0501110,0.24799345433712006
G0500010,0.1868094801902771
G0500590,1.882433295249939
G0500190,1.1313111782073975
G0500470,2.57391619682312
G0501130,3.220475196838379
G0501250,1.70131516456604
G0501090,2.2450952529907227
G0500670,0.1977054923772812
G0500070,2.196282148361206
G0501190,1.0915690660476685
G0500330,2.02968168258667
G0500110,0.5012632608413696
G0501270,2.6870598793029785
G0500150,3.054901361465454
G0500950,0.14528487622737885
G0501290,4.290534019470215
G0501490,2.3254690170288086
G0501230,0.3319655954837799
G0500870,3.901733636856079
G0501330,0.9197485446929932
G0500710,2.8457541465759277
G0501030,0.8091371059417725
G0501070,0.3695732653141022
G0500630,1.9194015264511108
G0501210,0.775398850440979
G0601150,5.245452880859375
G0600830,6.771427154541016
G0600850,5.164504051208496
G0600370,4.612362861633301
G0600090,5.2587714195251465
G0600170,5.309885501861572
G0601010,0.7034698128700256
G0601050,8.279529571533203
G0600770,0.6488363742828369
G0600970,4.318303108215332
G0600430,4.015346050262451
G0600410,5.274193286895752
G0600950,1.5398271083831787
G0600890,3.1499242782592773
G0600750,4.048287868499756
G0601090,5.094350814819336
G0601130,2.9902403354644775
G0600670,0.4602168798446655
G0600450,7.274951457977295
G0600110,3.941967725753784
G0600870,6.268726825714111
G0600790,4.967583656311035
G0600070,4.179325580596924
G0600550,5.3847737312316895
G0600530,5.901078701019287
G0600730,3.159768581390381
G0600130,3.494328022003174
G0900110,1.4938398599624634
G0900150,1.4520314931869507
G0900070,1.7689756155014038
G0900010,1.7465083599090576
G0900050,2.4890403747558594
G0900130,1.6383498907089233
G0900030,1.377464771270752
G0900090,1.7150212526321411
G1000010,0.2266019582748413
G1000050,0.1979876458644867
G1000030,0.7830890417098999
G1100017,1.7062536478042603
G1100075,1.870255708694458
G1100115,1.0811522006988525
G1201090,0.11274373531341553
G1200750,0.18898379802703857
G1200650,0.4856189787387848
G1200230,0.2725343704223633
G1200830,0.43661537766456604
G1200950,0.23113864660263062
G1201290,0.1928679496049881
G1200065,0.44923585653305054
G1201070,0.29944583773612976
G1201115,0.14174014329910278
G1200250,0.08393704891204834
G1200870,0.08157838135957718
G1201130,0.594375491142273
G1200890,0.19748346507549286
G1201310,0.8376573324203491
G1200130,0.2654075622558594
G1200010,0.32153624296188354
G1200310,0.2856820523738861
G1200390,0.5633345246315002
G1200570,0.23756003379821777
G1200590,0.6772741079330444
G1200730,0.6142950057983398
G1201330,0.42984285950660706
G1200330,0.7450235486030579
G1200790,0.2091137021780014
G1200630,0.5102588534355164
G1200370,0.11950990557670593
G1200470,0.37770041823387146
G1303050,0.18791499733924866
G1302510,0.5064902305603027
G1301510,1.2535483837127686
G1303170,1.350853681564331
G1300455,2.1281111240386963
G1301590,1.5517992973327637
G1300550,2.78084659576416
G1302150,1.5635919570922852
G1302410,6.395925998687744
G1301490,1.9690479040145874
G1300310,0.4422834813594818
G1301930,0.8927804827690125
G1301410,1.3838939666748047
G1301070,0.6621571779251099
G1301970,1.4495396614074707
G1300930,0.5099225640296936
G1301690,1.660010814666748
G1301790,0.1814548373222351
G1301150,2.257233142852783
G1301050,1.488025188446045
G1300890,1.6936146020889282
G1300450,1.8016583919525146
G1302170,1.3954459428787231
G1301630,0.7514545321464539
G1301530,0.7977327704429626
G1302450,1.0333001613616943
G1300990,0.5422045588493347
G1301450,1.699749231338501
G1301130,1.128529667854309
G1302350,0.6473122835159302
G1302070,1.5754567384719849
G1302230,2.2885537147521973
G1302090,0.7133869528770447
G1302750,0.6228673458099365
G1303010,1.1395540237426758
G1302910,5.575832366943359
G1300010,0.36439472436904907
G1302590,1.64067542552948
G1302990,0.14493955671787262
G1303030,0.9857885241508484
G1301750,0.6981844902038574
G1300570,2.8081796169281006
G1302130,2.8245768547058105
G1302670,0.5194312334060669
G1302930,1.9568432569503784
G1301230,5.148221492767334
G1301850,0.3647461235523224
G1300070,0.37385794520378113
G1300290,0.1843220293521881
G1300395,1.880333662033081
G1300870,0.59140777587890625
G1301190,1.8520007133483887
G1302850,1.4967389106750488
G1300330,0.6843889355659485
G1302970,1.2865402698516846
G1301290,2.186087131500244
G1300730,1.2475857734680176
G1302890,1.24564528465271
G1302630,1.7736573219299316
G1300090,1.4117369651794434
G1300510,0.2393484264612198
G1302610,0.7386864423751831
G1300350,1.35211181640625
G1301770,0.40819650888442993
G1300830,3.587888479232788
G1301950,1.654288411140442
G1302710,0.582570493221283
G1301810,1.1431057453155518
G1302210,1.4104609489440918
G1301550,0.5778954029083252
G1300770,1.3824238777160645
G1301350,1.566436529159546
G1301170,1.8077142238616943
G1300670,1.6932936906814575
G1301910,0.17271074652671814
G1302430,1.120612382888794
G1302370,1.4332329034805298
G1302310,1.1559864282608032
G1301990,1.3184007406234741
G1300790,1.3267184495925903
G1300590,1.437649130821228
G1302650,1.3222386837005615
G1301370,3.914003849029541
G1301870,4.0467023849487305
G1300650,0.19473505020141602
G1301030,0.23347599804401398
G1303190,1.3442535400390625
G1302110,1.299964427947998
G1301330,1.4042038917541504
G1301570,1.5751725435256958
G1300210,1.05473792552948
G1301270,0.17761212587356567
G1302950,2.7532780170440674
G1301390,2.326469659805298
G1300390,0.19887405633926392
G1701590,0.42835476994514465
G1700330,0.47184842824935913
G1700030,1.5767621994018555
G1701490,1.3610260486602783
G1701850,0.45137670636177063
G1700930,0.4319906532764435
G1701730,0.5223161578178406
G1701930,0.5176034569740295
G1701630,0.6895580291748047
G1701530,0.8761820793151855
G1701330,1.1647768020629883
G1701150,0.35108962655067444
G1700430,0.5278617739677429
G1701430,1.0489848852157593
G1701690,1.3429923057556152
G1700170,0.7463748455047607
G1700390,0.40045541524887085
G1700290,0.3609412610530853
G1701790,0.6548992395401001
G1701450,0.5970163345336914
G1702010,0.7011012434959412
G1700790,0.3848356306552887
G1700210,0.2871137261390686
G1700990,0.5139458179473877
G1700810,0.584609866142273
G1701350,0.5196585655212402
G1700510,0.5724106431007385
G1700250,0.41008442640304565
G1700190,0.24953269958496094
G1700130,2.375455856323242
G1701170,0.7383098006248474
G1700670,0.8088802099227905
G1700590,0.7375004887580872
G1701890,0.4173995554447174
G1700710,0.6767637729644775
G1700730,0.7241668701171875
G1700150,1.236662745475769
G1700010,1.1142098903656006
G1701990,0.8731935620307922
G1700650,0.5615780353546143
G1701410,0.7543323636054993
G1702030,0.657002866268158
G1701290,0.6184948086738586
G1700230,0.6457033157348633
G1701470,0.2533707618713379
G1700370,0.383056640625
G1701310,0.8777391910552979
G1701970,0.436861127614975
G1700570,1.1719061136245728
G1700750,0.21806682646274567
G1700550,0.49622195959091187
G1701670,0.40193742513656616
G1700610,0.9969537258148193
G1701010,0.42333346605300903
G1700630,0.3098102807998657
G1701110,0.5454301834106445
G1700950,0.8733358979225159
G1701750,0.6365801692008972
G1701870,0.5998780727386475
G1700270,0.29162371158599854
G1700690,2.283970594406128
G1701070,0.32635560631752014
G1701050,0.25528785586357117
G1701390,0.3147178292274475
G1700970,0.5699205994606018
G1701770,0.9697683453559875
G1701810,2.04125714302063
G1701130,0.39657750725746155
G1701830,0.35957789421081543
G1700110,0.6470599174499512
G1700310,0.4113810956478119
G1700070,0.4666210412979126
G1700050,0.5504582524299622
G1701230,0.7583208084106445
G1701210,0.4950072169303894
G1700350,0.49721208214759827
G1701710,0.9416117072105408
G1701950,0.5583853125572205
G1701650,0.860201358795166
G1701190,0.7154895067214966
G1701250,0.3784398138523102
G1701610,1.0686986446380615
G1700770,1.3946655988693237
G1701270,0.915387749671936
G1701370,0.683167040348053
G1700850,2.052445888519287
G1700450,0.3893093466758728
G1700870,1.671643614768982
